trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
50,False,"{'a': 0.5, 'e': 0.5989560064661611}",20,7,-59.88311550895198,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
51,False,"{'a': 0.5, 'e': 0.5929664464014994}",25,0,-105.86735908292098,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.5870367819374844}",25,7,-57.12668520263445,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
53,False,"{'a': 0.5, 'e': 0.5811664141181095}",25,8,-63.31978690406954,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 2}",1
54,False,"{'a': 0.5, 'e': 0.5753547499769285}",30,0,-90.54737199140192,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.5696012024771592}",25,0,-14.934417854244082,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.5639051904523876}",20,0,-51.65129369274031,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.5582661385478638}",20,5,-18.761256646904503,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
58,False,"{'a': 0.5, 'e': 0.5526834771623851}",25,14,5.034602559090593,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.5471566423907612}",25,8,-41.48263602931413,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.5416850759668536}",30,0,-120.83034058117023,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.536268225207185}",20,0,-69.61403756021498,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.5309055429551132}",25,1,-79.35198555844224,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 2}",1
63,False,"{'a': 0.5, 'e': 0.525596487525562}",35,0,-55.96203152032201,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.5203405226503064}",20,11,-11.627087230395935,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.5151371174238033}",20,13,-18.47752170931223,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.5099857462495653}",25,0,-66.38887911038744,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.5048858887870696}",20,6,-7.587881533468357,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.4998370298991989}",25,0,10.063142460731859,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.49483865960020695}",35,19,-74.62773183640671,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.4898902730042049}",25,11,-41.11273845170038,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
71,False,"{'a': 0.5, 'e': 0.48499137027416284}",25,7,-45.94175115131656,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
72,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,1,-58.69172684060646,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.475340042005707}",25,0,-36.373377633876665,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.47058664158564995}",20,0,-128.46939683666562,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
75,False,"{'a': 0.5, 'e': 0.4658807751697934}",20,0,6.717441415460469,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.4612219674180955}",20,0,-44.429957739582406,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.45660974774391455}",25,0,-109.57421315066556,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.4520436502664754}",30,0,-10.2709994998249,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.44752321376381066}",20,0,-57.71684651812775,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.44304798162617254}",25,0,-131.43444926164662,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
81,False,"{'a': 0.5, 'e': 0.4386175018099108}",20,0,-7.135590625543154,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.4342313267918117}",30,0,-37.460999500984535,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.4298890135238936}",20,0,-27.720194653782467,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.42559012338865465}",20,0,-112.01423452975357,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
85,False,"{'a': 0.5, 'e': 0.4213342221547681}",20,0,1.8130259210157738,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.41712087993322045}",30,0,13.725454568457817,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.41294967113388825}",30,0,-12.523045528550966,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.40882017442254937}",25,13,-1.805574856437434,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.4047319726783239}",20,0,-44.22258273849001,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.40068465295154065}",30,8,-49.73962455850993,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.39667780642202527}",25,0,-54.32619171705767,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.392711028357805}",20,0,-25.24628680212537,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.38878391807422696}",35,22,22.400652770044346,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.3848960788934847}",20,0,-32.80248020368829,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.38104711810454983}",25,11,-31.18779609803579,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.37723664692350434}",30,2,2.3544079388529138,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.37346428045426927}",20,15,-31.851530028566714,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
98,False,"{'a': 0.5, 'e': 0.36972963764972655}",20,0,-80.80776438957193,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
99,False,"{'a': 0.5, 'e': 0.36603234127322926}",20,0,4.193194777569835,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.36237201786049694}",20,15,7.449940221638876,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.358748297681892}",30,18,17.596568869063248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.35516081470507305}",20,9,-29.22887673893644,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.3516092065580223}",20,7,0.12473417897899419,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.34809311449244207}",25,5,-6.807619017512867,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.34461218334751764}",20,3,-24.142777923073393,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.34116606151404244}",30,0,7.110800340193806,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.337754400898902}",25,0,-38.81015837456184,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.334376856889913}",20,10,-17.019554893507536,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.33103308832101386}",30,22,-8.330987885310295,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,10,-38.1011221001295,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.5, 'e': 0.3244455298634257}",30,8,-1.657055955348512,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.3212010745647914}",25,6,25.09261749333368,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3179890638191435}",20,0,4.679916266254893,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.31480917318095203}",20,0,10.269995653867717,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.3116610814491425}",30,1,-61.82542606222629,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 1}",1
116,False,"{'a': 0.5, 'e': 0.30854447063465107}",20,9,16.90943482236202,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.30545902592830454}",20,0,7.63308210824424,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.3024044356690215}",25,8,-11.866966369625384,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.29938039131233124}",25,14,-3.1445886058685355,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.2963865873992079}",30,11,30.17250332183488,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.29342272152521587}",20,8,22.906847777233768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.2904884943099637}",25,0,-57.15832897645597,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",1
123,False,"{'a': 0.5, 'e': 0.28758360936686406}",20,9,-16.29246871715655,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.2847077732731954}",20,0,-22.609281515096647,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.28186069554046345}",20,9,-22.76916238934622,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.2790420885850588}",25,20,6.304785018398432,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2762516676992082}",25,0,-6.36981560977589,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.27348915102221616}",25,0,37.29611136055576,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.270754259511994}",25,0,13.140093478435114,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.26804671691687404}",20,0,-60.51906806600908,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.2653662497477053}",20,7,6.8620483538848145,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.2627125872502282}",35,22,12.029355224088079,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2600854613777259}",20,9,9.394494751327759,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.2574846067639487}",20,0,-18.027937635028252,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.2549097606963092}",25,3,-77.12806995599007,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1
136,False,"{'a': 0.5, 'e': 0.2523606630893461}",30,12,-4.51678139599599,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.24983705645845267}",25,11,0.28860815377981397,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.24733868589386815}",20,3,-31.98960028955043,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.24486529903492946}",20,9,-6.102091863740477,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24241664604458016}",20,13,-28.534908269442305,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
141,False,"{'a': 0.5, 'e': 0.23999247958413436}",25,8,20.16730171537545,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.23759255478829303}",30,17,-15.703214382099912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.5, 'e': 0.2352166292404101}",25,7,19.71120455207074,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.232864462948006}",20,12,15.345354267624888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.23053581831852593}",25,15,5.226047798735122,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.22823046013534068}",20,0,28.700277403423478,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.22594815553398728}",20,16,7.319432603536185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22368867397864742}",20,3,21.706874663825907,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22145178723886094}",25,15,-4.417929117031616,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.21923726936647234}",20,12,14.566461246530526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2170448966728076}",20,0,34.71733348192176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.21487444770607952}",20,2,2.910073665531688,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21272570322901874}",25,11,13.68670481122219,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21059844619672854}",35,18,25.35182252449639,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.20849246173476127}",20,12,16.923991782407697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.20640753711741366}",30,13,23.468816539579063,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20434346174623952}",20,8,-31.138278092880046,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
158,False,"{'a': 0.5, 'e': 0.20230002712877712}",25,5,-20.42601253986075,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.20027702685748935}",25,8,-20.916717755545957,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.19827425658891445}",20,14,-1.5197402987533488,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.1962915140230253}",20,12,2.25103482645747,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19432859888279505}",30,12,17.87072981527456,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.1923853128939671}",20,14,12.7924598899754,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19046145976502743}",25,3,-7.8833841626557355,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.18855684516737714}",25,9,26.145381895487525,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.18667127671570335}",20,3,19.821313250794738,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.18480456394854633}",25,13,-38.980366094736304,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.18295651830906087}",25,15,-29.720353257408185,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.18112695312597027}",25,5,34.3360030469215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.17931568359471056}",20,6,-23.308097628992975,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.17752252675876345}",35,9,-3.6891620835689647,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17574730149117582}",20,14,10.526703749738138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17398982847626407}",20,7,4.82632077078334,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17224993019150142}",30,20,-24.39727241195938,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
175,False,"{'a': 0.5, 'e': 0.1705274308895864}",30,15,-17.73702780893372,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.16882215658069055}",25,14,23.949694061673263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.16713393501488363}",20,4,27.690039154795762,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.16546259566473479}",25,18,14.708844193612418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16380796970808745}",20,6,22.865644156140934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16216989001100657}",20,7,11.511756565916857,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.1605481911108965}",25,7,4.164644766898657,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.15894270919978754}",20,0,-49.360944613732755,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.15735328210778965}",20,9,-64.11913594289756,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
184,False,"{'a': 0.5, 'e': 0.15577974928671176}",25,15,22.573455054227466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15422195179384465}",25,7,24.98264803461392,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1526797322759062}",20,16,7.639970604221246,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.15115293495314713}",25,18,13.207614329282483,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.14964140560361566}",25,15,-7.2899505624143135,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.1481449915475795}",25,14,-3.640732193120538,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.1466635416321037}",25,10,16.939965975015813,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14519690621578268}",20,14,13.435851082572329,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14374493715362485}",25,11,13.889659722786712,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.1423074877820886}",30,19,8.310588209847829,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.1408844129042677}",25,18,0.36594422759862577,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.13947556877522502}",20,12,2.467242977414483,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.13808081308747278}",25,6,15.551055050054265,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13670000495659804}",30,22,18.671999393345516,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13533300490703207}",30,18,0.7609117704366053,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13397967485796175}",20,0,25.06961843699635,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.13263987810938213}",25,15,-45.460910823826524,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.1313134793282883}",30,10,8.852252302668441,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13000034453500542}",20,8,18.458947515282627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.12870034108965536}",30,6,-2.788969924095599,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.12741333767875881}",20,8,20.541116337642762,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12613920430197123}",20,10,-23.894870386621104,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
206,False,"{'a': 0.5, 'e': 0.12487781225895152}",20,15,3.047244847094984,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.123629034136362}",20,13,12.577923027920514,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12239274379499838}",25,11,4.405111775490505,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.1211688163570484}",20,10,20.673138409718653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.11995712819347792}",25,7,35.165996255225,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.11875755691154315}",20,9,-20.35897201539205,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
212,False,"{'a': 0.5, 'e': 0.11756998134242772}",20,6,-22.764690827541134,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.5, 'e': 0.11639428152900344}",20,9,15.840935322998554,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11523033871371341}",20,6,20.468047698335905,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11407803532657627}",20,9,3.986406700755489,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11293725497331052}",20,8,13.62494250550673,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.1118078824235774}",20,11,15.147587285539444,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11068980359934164}",30,8,-6.685929998474553,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.10958290556334822}",20,0,17.468536862096634,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.10848707650771475}",20,12,-48.35814019065627,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.1074022057426376}",20,12,15.723645979325601,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10632818368521123}",30,19,20.182950049867863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10526490184835911}",30,22,13.428897519937712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10421225282987552}",20,0,29.21762917277081,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10317013030157676}",20,3,29.190738129869676,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10213842899856099}",35,21,20.641517759360497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10111704470857538}",20,0,34.419617635098355,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.10010587426148963}",20,2,-33.409736808018884,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
229,False,"{'a': 0.5, 'e': 0.09910481551887473}",25,0,39.08053453829756,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.09811376736368599}",25,16,-15.388619613463561,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09713262969004913}",20,0,30.382523972718797,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.09616130339314863}",25,2,41.21377580870252,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09519969035921715}",25,0,34.61532103400344,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.09424769345562498}",20,0,32.214700483816394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
